,0,1
3191,"En el primer cuarto hubo varios movimientos en el marcador, de hecho, los locales consiguieron un parcial de 11-0 durante el cuarto y concluyó con un 29-24. Tras esto, durante el segundo cuarto los locales mantuvieron su diferencia en el marcador y finalizó con un resultado parcial de 23-23. Tras esto, los rivales llegaron al descanso con un 52-47 en el marcador.",8
3192,"En el tercer cuarto los jugadores del equipo local consiguieron distanciarse en el marcador, llegaron a ir ganando por 13 puntos (76-63) hasta concluir con un resultado parcial de 26-21 y 78-68 de total. Por último, en el transcurso del último cuarto el equipo visitante reducía distancias de nuevo en el marcador, aunque no fue suficiente para hacerse con la victoria del partido y el cuarto terminó con un resultado parcial de 30-33. Finalmente, el partido acabó con un resultado final de 108-101 a favor de los locales.",9
3193,"La victoria de Oklahoma City Thunder se cimentó sobre los 22 puntos, siete asistencias y seis rebotes de Chris Paul y los 19 puntos, cuatro asistencias y nueve rebotes de Danilo Gallinari. Los 27 puntos, cinco asistencias y 12 rebotes de Christian Wood y los 28 puntos, tres asistencias y tres rebotes de Reggie Jackson no fueron suficientes para que Detroit Pistons ganase el partido.",10
3194,"Tras hacerse con la victoria, el siguiente choque de Oklahoma City Thunder será contra Boston Celtics en el Chesapeake Energy Arena, mientras que el próximo contrincante de Detroit Pistons será New York Knicks, con el que se enfrentará en el Little Caesars Arena. ",11
3195,,12
3196,"Los catalanes, que acumulan tres triunfos en fila, intentan extender su racha para adueñarse de la punta a la espera de lo que suceda con el Real Madrid. El capitán del equipo culé anotó los tres tantos de los locales. Televisa DirecTV Sports",13
3197,"Franco Escamilla, Ana Valero, Gus Proal “El Maistro”, Adal Ramones, Juan Alberto Badía “El Badiablo”, fueron sólo algunos de los que se pronunciaron sobre el tema",14
3198,"George Hood es un ex marine y antiguo agente especial de la DEA que ya había alcanzado la plusmarca en 2013, pero la perdió tres años más tarde. Ahora la recuperó",15
3199,"Lo denunció el subsecretario de Estado interino de la Oficina de Asuntos Europeos y Euroasiáticos, Philip Reeker. ""Los agentes malignos rusos vuelven a elegir amenazar la seguridad pública al distraerse de la respuesta sanitaria mundial”, afirmó",16
3200,"Los Ciudadanos, que quieren dejar atrás la sanción de la UEFA, tendrá un duro choque ante los Zorros. Desde las 14.30, por ESPN 2",17
3201,El movimiento también servirá para concientizar a los hombres sobre la importancia de las mujeres en México,18
3202,"© 2020 WWB Holdings, LLC. All rights reserved",1
3203,"
                January 23, 2020
            ",2
3204,"
                        Oklahoma City Thunder forward Danilo Gallinari (8) drives to the basket against the Orlando Magic during the first quarter at Amway Center. 
                    ",3
3205,"The Sixers have inquired about Oklahoma City Thunder forward Danilo Gallinari, according to a report from Kevin O'Connor of The Ringer.",4
3206,"While discussing the need for a potential third option to improve the Dallas Mavericks duo of Kristaps Porzingis and Luka Doncic, O'Connor dropped in this tidbit about the Oklahoma City forward:",5
3207,,6
3208,,7
3209,"Of the trade rumors the Sixers have been caught up in so far, this one is perhaps the most interesting. As O'Connor notes, Gallinari has been one of the best offensive players in the league below the All-Star tier over the last couple of seasons, which brings us to the two questions we always ask about every trade rumor — what is the on-court fit, and is it feasible from a cost perspective?",8
3210,,9
3211,,10
3212,"Gallinari brings a level of offensive versatility the Sixers would kill for this time of year. After years of hovering in average to above-average range as a three-point shooter, Gallinari has climbed to over 40 percent from deep over the last two years, adding the final piece to a diverse and dynamic offensive skill set. At 6-foot-10, Gallinari has the height to shoot over just about anyone, which is a weapon for him whether he's spacing the floor for guards or taking smaller opponents down to the low block. He is one of the league's masters of keeping defenders off-balance, which helps him supplement his scoring with trips to the line.",11
3213,"That last bit is important within a Philadelphia context. Without Joel Embiid, their lack of foul-drawing prowess has become apparent, and while Gallinari likely wouldn't have the rope to be a high-volume free-throw shooter in Philly, he would help with some of their current problems. He's also comfortable moving in and out of roles as the team needs — when Tobias Harris was traded by the Clippers last season, it was Gallinari who took on a larger share of responsibility to keep L.A. in the playoff mix.",12
3214,"He is not of the same caliber defensively, but he has made significant strides on that end as well, and his time under Doc Rivers forced Gallinari into an assortment of roles night-to-night. Gallinari played small-ball center, guarded No. 1 perimeter assignments, and didn't back down from any challenges put in front of him. He is certainly below Philadelphia's elite tier of defenders, but he is not a walking target waiting to be exploited.",13
3215,"And that brings us to price, which is the part of this exercise that brings this whole thing down. We might as well start with the most important piece of information — Gallinari is on an expiring deal and making over $22 million, which means he is not gettable unless the Sixers decide they are blowing up the core they went all-in on last summer.",14
3216,"Elton Brand has not shied away from big moves and big pivots before, but that salary number can only be exchanged in a one-for-one swap if Philly sent Joel Embiid or Al Horford back the other way. The former is absolute lunacy, and the latter seems fairly unrealistic, as it doesn't do much for Oklahoma City and is a team-shifting trade for the Sixers. As much as Horford has looked old and bad at times for Philly, his acquisition was made with the Bucks on the brain, and swapping him out even for a very good player in Gallinari would bring a new set of questions to answer on their quest for a title.",15
3217,"In preliminary discussions leading into the deadline, my understanding is their focus has been on smaller, more realistic upgrades than a move of this sort, though it should be noted many of these discussions came before Josh Richardson's recent injury, whose severity is still unknown as of this writing. The Sixers have remained customarily quiet on the wave of trade rumors concerning the team in recent weeks, and GM Elton Brand has made it clear he prefers to operate in silence.",16
3218,"(Even if there was mutual interest in something like a Horford-for-Gallo swap, by the way, that would leave the Sixers in a precarious situation in the immediate term, forced to either rush Joel Embiid back or turn the keys at center over to a pile of uninspiring options. Kyle O'Quinn has been in the doghouse, Norvel Pelle's two-way days are up, and Simmons should not be playing more than spot minutes at center, given his already heavy two-way burden.)",17
3219,"There is a prevailing belief leaguewide that this is a seller's market. Without a clear-cut favorite at the top of the heap like the Warriors (you can argue that the Bucks are, but that is not necessarily how teams around the league are treating it) there are a lot of teams shopping around for the same sorts of players, perhaps even the same exact players in some instances. Gallinari is a player who would help just about any contender, but acquiring him without losing the pieces that make one a contender is a tough feat to pull off.",18
3220,"Even if the salary mechanics didn't complicate matters here, there would be reasons to raise an eyebrow at Gallinari being the supposed missing piece. He hasn't exactly been an iron man over the course of his career — he missed the entire 2013-14 season with an ACL tear, and his 68 games played in L.A. last season were the most he has appeared in since 2012-13. Gallinari has missed time for ankle injuries, hand fractures, and even a partial tear in his glute muscle, making him a risky bet as a ""missing piece"" type player.",19
3221,"Would Gallinari provide a shot in the arm offensively for a team that needs one? No doubt. He also happens to be the most unrealistic candidate of any name that has been floated so far, and this feels more like fantasy GM fodder than a credible option. ",20
3222,"But as always this time of year, I suppose you can never say never.",21
3223,Follow Kyle on Twitter: @KyleNeubeck,22
3224,Like us on Facebook: PhillyVoice Sports,23
3225,"Subscribe to Kyle's Sixers podcast ""The New Slant"" on Apple, Google, and Spotify ",24
3226,"

                            Kyle Neubeck
                        

                        PhillyVoice Staff
                    
",25
3227,kyle@phillyvoice.com,26
3228,"
Eagles
",27
3229,"
Government
",28
3230,"
Health Stories
",29
3231,"
Sixers
",30
3232,"
Food & Drink
",31
3233,"
Weekend
",32
3234,"
Eagles
",33
3235,"
Performances
",34
3236,"
Prevention
",35
3237,"
Protest
",36
3238,"
Performances
",37
3239,"
Real Estate
",38
3240,"
Haddonfield
",39
3241,"
Travel
",40
3242,"
Real Estate
",41
3243,"
Fashion Show
",42
3244,"© 2020 WWB Holdings, LLC. All rights reserved",43
3245,"© 2020 WWB Holdings, LLC. All rights reserved",1
3246,"
                January 23, 2020
            ",2
3247,"
                        Oklahoma City Thunder forward Danilo Gallinari (8) drives to the basket against the Orlando Magic during the first quarter at Amway Center. 
                    ",3
3248,"The Sixers have inquired about Oklahoma City Thunder forward Danilo Gallinari, according to a report from Kevin O'Connor of The Ringer.",4
3249,"While discussing the need for a potential third option to improve the Dallas Mavericks duo of Kristaps Porzingis and Luka Doncic, O'Connor dropped in this tidbit about the Oklahoma City forward:",5
3250,,6
3251,,7
3252,"Of the trade rumors the Sixers have been caught up in so far, this one is perhaps the most interesting. As O'Connor notes, Gallinari has been one of the best offensive players in the league below the All-Star tier over the last couple of seasons, which brings us to the two questions we always ask about every trade rumor — what is the on-court fit, and is it feasible from a cost perspective?",8
3253,,9
3254,,10
3255,"Gallinari brings a level of offensive versatility the Sixers would kill for this time of year. After years of hovering in average to above-average range as a three-point shooter, Gallinari has climbed to over 40 percent from deep over the last two years, adding the final piece to a diverse and dynamic offensive skill set. At 6-foot-10, Gallinari has the height to shoot over just about anyone, which is a weapon for him whether he's spacing the floor for guards or taking smaller opponents down to the low block. He is one of the league's masters of keeping defenders off-balance, which helps him supplement his scoring with trips to the line.",11
3256,"That last bit is important within a Philadelphia context. Without Joel Embiid, their lack of foul-drawing prowess has become apparent, and while Gallinari likely wouldn't have the rope to be a high-volume free-throw shooter in Philly, he would help with some of their current problems. He's also comfortable moving in and out of roles as the team needs — when Tobias Harris was traded by the Clippers last season, it was Gallinari who took on a larger share of responsibility to keep L.A. in the playoff mix.",12
3257,"He is not of the same caliber defensively, but he has made significant strides on that end as well, and his time under Doc Rivers forced Gallinari into an assortment of roles night-to-night. Gallinari played small-ball center, guarded No. 1 perimeter assignments, and didn't back down from any challenges put in front of him. He is certainly below Philadelphia's elite tier of defenders, but he is not a walking target waiting to be exploited.",13
3258,"And that brings us to price, which is the part of this exercise that brings this whole thing down. We might as well start with the most important piece of information — Gallinari is on an expiring deal and making over $22 million, which means he is not gettable unless the Sixers decide they are blowing up the core they went all-in on last summer.",14
3259,"Elton Brand has not shied away from big moves and big pivots before, but that salary number can only be exchanged in a one-for-one swap if Philly sent Joel Embiid or Al Horford back the other way. The former is absolute lunacy, and the latter seems fairly unrealistic, as it doesn't do much for Oklahoma City and is a team-shifting trade for the Sixers. As much as Horford has looked old and bad at times for Philly, his acquisition was made with the Bucks on the brain, and swapping him out even for a very good player in Gallinari would bring a new set of questions to answer on their quest for a title.",15
3260,"In preliminary discussions leading into the deadline, my understanding is their focus has been on smaller, more realistic upgrades than a move of this sort, though it should be noted many of these discussions came before Josh Richardson's recent injury, whose severity is still unknown as of this writing. The Sixers have remained customarily quiet on the wave of trade rumors concerning the team in recent weeks, and GM Elton Brand has made it clear he prefers to operate in silence.",16
3261,"(Even if there was mutual interest in something like a Horford-for-Gallo swap, by the way, that would leave the Sixers in a precarious situation in the immediate term, forced to either rush Joel Embiid back or turn the keys at center over to a pile of uninspiring options. Kyle O'Quinn has been in the doghouse, Norvel Pelle's two-way days are up, and Simmons should not be playing more than spot minutes at center, given his already heavy two-way burden.)",17
3262,"There is a prevailing belief leaguewide that this is a seller's market. Without a clear-cut favorite at the top of the heap like the Warriors (you can argue that the Bucks are, but that is not necessarily how teams around the league are treating it) there are a lot of teams shopping around for the same sorts of players, perhaps even the same exact players in some instances. Gallinari is a player who would help just about any contender, but acquiring him without losing the pieces that make one a contender is a tough feat to pull off.",18
3263,"Even if the salary mechanics didn't complicate matters here, there would be reasons to raise an eyebrow at Gallinari being the supposed missing piece. He hasn't exactly been an iron man over the course of his career — he missed the entire 2013-14 season with an ACL tear, and his 68 games played in L.A. last season were the most he has appeared in since 2012-13. Gallinari has missed time for ankle injuries, hand fractures, and even a partial tear in his glute muscle, making him a risky bet as a ""missing piece"" type player.",19
3264,"Would Gallinari provide a shot in the arm offensively for a team that needs one? No doubt. He also happens to be the most unrealistic candidate of any name that has been floated so far, and this feels more like fantasy GM fodder than a credible option. ",20
3265,"But as always this time of year, I suppose you can never say never.",21
3266,Follow Kyle on Twitter: @KyleNeubeck,22
3267,Like us on Facebook: PhillyVoice Sports,23
3268,"Subscribe to Kyle's Sixers podcast ""The New Slant"" on Apple, Google, and Spotify ",24
3269,"

                            Kyle Neubeck
                        

                        PhillyVoice Staff
                    
",25
3270,kyle@phillyvoice.com,26
3271,"
Eagles
",27
3272,"
Government
",28
3273,"
Health Stories
",29
3274,"
Sixers
",30
3275,"
Food & Drink
",31
3276,"
Weekend
",32
3277,"
Eagles
",33
3278,"
Performances
",34
3279,"
Prevention
",35
3280,"
Protest
",36
3281,"
Performances
",37
3282,"
Real Estate
",38
3283,"
Haddonfield
",39
3284,"
Travel
",40
3285,"
Real Estate
",41
3286,"
Fashion Show
",42
3287,"© 2020 WWB Holdings, LLC. All rights reserved",43
3288,,1
3289,"
DeMar DeRozan and the Spurs look to end the Rodeo Road Trip on a high note (Photo via Twitter) ",2
3290,"In the Weekly Preview, we’ll take a look at the upcoming games for the San Antonio Spurs. This week, the Spurs play the Utah Jazz and the Oklahoma City Thunder.",3
3291,"The San Antonio Spurs will be back in action as they conclude the Rodeo Road Trip with a pair of games against the Utah Jazz and Oklahoma City Thunder. The Spurs went 1-1 last week, losing to the Denver Nuggets but beating the Thunder on the second night of a back-to-back. The Spurs are four and a half games behind the Memphis Grizzlies for the eighth and final playoff spot in the Western Conference.",4
3292,"Last Meeting: Spurs 127, Jazz 120",5
3293,"The last time these teams faced off, the Spurs got the better of the Jazz in a 127-120 victory. Utah had a bad stretch where they lost five games in a row, but they have rebounded nicely with four straight wins and the Jazz are currently fourth in the Western Conference. Their schedule gets a little tougher with upcoming contests against the Houston Rockets and Boston Celtics after facing the Spurs. ",6
3294,"In what is shaping up to be one of the best moves of the season, the Jazz traded Dante Exum and some picks to the Cavs for Jordan Clarkson. Since the trade, Utah has had the best offensive rating in the NBA. While their defense has taken a bit of a hit (12th in defensive rating since the trade), there is no denying that their new Sixth Man of the Year candidate is a force to be reckoned with. ",7
3295,"The Spurs have faced Clarkson twice this season. He was a huge part in the Cleveland Cavaliers overtime win versus San Antonio, going 10-for-18 from the floor on his way to 31 points. Clarkson has shot a tidy 53.1% from the floor and averaged 22.5 points per game against the Spurs this season. Dejounte Murray has picked up his play on both ends of the floor recently but he, along Derrick White, will need to clamp down on Clarkson if the Spurs want to improve to 2-0 against Utah on the season. ",8
3296,"The Jazz are an impressive 20-5 at home. They have had the second best overall net rating since Clarkson’s arrival, just behind the Milwaukee Bucks. Very few teams have had success in Salt Lake City so the Spurs will need to dig deep as the Jazz will be looking to avenge their earlier loss to San Antonio. ",9
3297,"Last Meeting: Spurs 114, Thunder 106",10
3298,"After a fantastic performance in the All-Star game, Chris Paul and his Thunder teammates will look to right the ship after dropping two of their last three contests (including one against the Spurs). The Thunder are tied with the Dallas Mavericks for the sixth seed in the West — but OKC owns the tiebreaker. The Spurs were able to salvage some momentum by beating the Thunder before the All-Star break in Oklahoma City. Expect the Thunder to fight even harder to keep their hold on the sixth seed out West.",11
3299,"While the Spurs will need to keep close tabs on Paul and Shai Gilgeous-Alexander, on the flip side they can exploit Danilo Gallinari, who is slow-footed and struggles to keep players in front of him. He only shot 4-for-16 in his most recent matchup against the Spurs and San Antonio should look to attack him whenever possible. ",12
3300,"In the last five minutes of close games, Gallinari shoots 42.3% from the floor — which isn’t terrible compared to his 44.2% field goal percentage on the season. However, once we get to three minutes left in a game that is within five points, his shooting plummets to 30.8%. While Gallinari is more than capable of hurting the Spurs with the ball in his hands, they will need to exploit him as often as they can on the other end. He is one of the few weak links in an otherwise solid defensive team. ",13
3301,"The Spurs will need to go 2-0 this week if they want to start making up ground in the playoff race. The Rodeo Road Trip has had a disastrous start, but with the recent win over the Thunder, perhaps the Spurs can get some form of momentum out of it with a strong finish.",14
3302,"The Spurs have fallen apart often in fourth quarters of winnable games, which is something they need to avoid from here on out. With just 28 games left, San Antonio will need to play their best ball of the year. The time for the Spurs to show some fighting spirit to remain competitive starts now.",15
3303,,16
3304,"
© 2020 Copyright SpursTalk ",17
3305,,1
3306,"
DeMar DeRozan and the Spurs look to end the Rodeo Road Trip on a high note (Photo via Twitter) ",2
3307,"In the Weekly Preview, we’ll take a look at the upcoming games for the San Antonio Spurs. This week, the Spurs play the Utah Jazz and the Oklahoma City Thunder.",3
3308,"The San Antonio Spurs will be back in action as they conclude the Rodeo Road Trip with a pair of games against the Utah Jazz and Oklahoma City Thunder. The Spurs went 1-1 last week, losing to the Denver Nuggets but beating the Thunder on the second night of a back-to-back. The Spurs are four and a half games behind the Memphis Grizzlies for the eighth and final playoff spot in the Western Conference.",4
3309,"Last Meeting: Spurs 127, Jazz 120",5
3310,"The last time these teams faced off, the Spurs got the better of the Jazz in a 127-120 victory. Utah had a bad stretch where they lost five games in a row, but they have rebounded nicely with four straight wins and the Jazz are currently fourth in the Western Conference. Their schedule gets a little tougher with upcoming contests against the Houston Rockets and Boston Celtics after facing the Spurs. ",6
3311,"In what is shaping up to be one of the best moves of the season, the Jazz traded Dante Exum and some picks to the Cavs for Jordan Clarkson. Since the trade, Utah has had the best offensive rating in the NBA. While their defense has taken a bit of a hit (12th in defensive rating since the trade), there is no denying that their new Sixth Man of the Year candidate is a force to be reckoned with. ",7
3312,"The Spurs have faced Clarkson twice this season. He was a huge part in the Cleveland Cavaliers overtime win versus San Antonio, going 10-for-18 from the floor on his way to 31 points. Clarkson has shot a tidy 53.1% from the floor and averaged 22.5 points per game against the Spurs this season. Dejounte Murray has picked up his play on both ends of the floor recently but he, along Derrick White, will need to clamp down on Clarkson if the Spurs want to improve to 2-0 against Utah on the season. ",8
3313,"The Jazz are an impressive 20-5 at home. They have had the second best overall net rating since Clarkson’s arrival, just behind the Milwaukee Bucks. Very few teams have had success in Salt Lake City so the Spurs will need to dig deep as the Jazz will be looking to avenge their earlier loss to San Antonio. ",9
3314,"Last Meeting: Spurs 114, Thunder 106",10
3315,"After a fantastic performance in the All-Star game, Chris Paul and his Thunder teammates will look to right the ship after dropping two of their last three contests (including one against the Spurs). The Thunder are tied with the Dallas Mavericks for the sixth seed in the West — but OKC owns the tiebreaker. The Spurs were able to salvage some momentum by beating the Thunder before the All-Star break in Oklahoma City. Expect the Thunder to fight even harder to keep their hold on the sixth seed out West.",11
3316,"While the Spurs will need to keep close tabs on Paul and Shai Gilgeous-Alexander, on the flip side they can exploit Danilo Gallinari, who is slow-footed and struggles to keep players in front of him. He only shot 4-for-16 in his most recent matchup against the Spurs and San Antonio should look to attack him whenever possible. ",12
3317,"In the last five minutes of close games, Gallinari shoots 42.3% from the floor — which isn’t terrible compared to his 44.2% field goal percentage on the season. However, once we get to three minutes left in a game that is within five points, his shooting plummets to 30.8%. While Gallinari is more than capable of hurting the Spurs with the ball in his hands, they will need to exploit him as often as they can on the other end. He is one of the few weak links in an otherwise solid defensive team. ",13
3318,"The Spurs will need to go 2-0 this week if they want to start making up ground in the playoff race. The Rodeo Road Trip has had a disastrous start, but with the recent win over the Thunder, perhaps the Spurs can get some form of momentum out of it with a strong finish.",14
3319,"The Spurs have fallen apart often in fourth quarters of winnable games, which is something they need to avoid from here on out. With just 28 games left, San Antonio will need to play their best ball of the year. The time for the Spurs to show some fighting spirit to remain competitive starts now.",15
3320,,16
3321,"
© 2020 Copyright SpursTalk ",17
3322,"
                            München -
            
            Die Oklahoma City Thunder sind das Überraschungsteam der aktuellen NBA-Saison und übertreffen bislang alle Erwartungen. Die Gründe dafür sind vielfältig.
        ",1
3323,"Dass sich seine Oklahoma City Thunder nach etwas mehr als der Hälfte der Saison voll auf Playoff-Kurs befinden, hätte selbst Dennis Schröder so nicht für möglich gehalten.",2
3324,"Nicht wenige sahen nach dem ikonischen Gamewinner von Damian Lillard, von weit jenseits der Drei-Punkte-Linie, zum 4:1-Erfolg der Portland Trail Blazers in der ersten Playoff-Runde der vergangenen Spielzeit das Ende der erfolgreichen Dynastie der Thunder gekommen.",3
3325,Und tatsächlich leitete Paul George mit seinem Trade-Wunsch zu den Los Angeles Clippers nur wenige Wochen nach dem enttäuschenden Erstrunden-Aus den wohl härtesten Sommer seit Franchise-Gründung ein. (Spielplan der NBA),4
3326,"Denn nachdem seinem Wunsch entsprochen wurde, war klar, dass es für die Thunder extrem schwer werden würde, die Leistung aus den Jahren zuvor, bei denen man zumindest immer sicherer Playoff-Kandidat war, zu wiederholen. Schließlich zählt George zu den absoluten Superstars der Liga und war in der abgelaufenen Saison bis zu seiner Verletzung legitimer MVP-Kandidat. ",5
3327,DAZN gratis testen und die NBA live & auf Abruf erleben | ANZEIGE ,6
3328,"Doch damit nicht genug. Auch der andere Superstar des Teams, Russell Westbrook, wurde wenige Tage später im Tausch gegen Chris Paul zu den Houston Rockets getraded und Dennis Schröder stand auf einmal praktisch allein auf weiter Flur, kaum einer traute dem Deutschen zu, das Spiel seiner Mannschaft alleine an sich reißen zu können.",7
3329,Und so standen die Zeichen in der Chesapeake Arena fortan auf Rebuild. ,8
3330,"Ausgestattet mit Unmengen von Draft-Picks, die sich OKC-Manager Sam Presti unter anderem als Gegenwert für seine beiden Superstars ertauscht hatte, deutete alles auf einen Neuanfang in Oklahoma City hin.",9
3331,"In Shai Gilgeous-Alexander (SGA) kam ein vielversprechender junger Aufbau-Spieler von den Clippers, der dort in seiner Debüt-Saison schon sein immenses Potenzial angedeutet hatte. Zusammen mit Chris Paul, der im Tausch für Westbrook aus Houston kam, sollte er fortan den Back-Court bilden und von Großmeister Paul lernen um so zum neuen Franchise-Player der Thunder aufgebaut werden.",10
3332,"Schröder hatte hingegen kaum einer mehr auf dem Zettel, Gerüchte über einen Abschied des gebürtigen Braunschweigers nach nur einer Saison machten die Runde.",11
3333,Doch es sollte alles anders kommen.,12
3334,"Die Thunder stehen nach 45 gespielten Partien aktuell auf dem siebten Platz in der Western Conference, feierten zuletz drei Siege in Serie und liegend damit voll auf Playoff-Kurs. (Tabelle der NBA)",13
3335,Schröder hat daran großen Anteil. Zumeist von der Bank kommend dreht der 26-Jährige auf wie selten zuvor und spielt die vielleicht beste NBA-Saison seit seinem Wechsel zu den Atlanta Hawks im Jahr 2013. ,14
3336,"Durchschnittlich 18,6 Punkte und 3,8 Rebounds in 31 Minuten zaubert er aufs Parkett, lediglich seine 3,9 Assists bedeuten eine Verschlechterung im Vergleich zu früheren Jahren. Immer wieder wird er zum Top-Scorer, Game-Winner und ist damit für Coach Billy Donovan ein unverzichtbares Puzzle-Stück für den Erfolg der Thunder. Im Stile von Lou Williams könnte er als Bank-Scorer sogar zum Sixth Man des Jahres gewählt werden.",15
3337,Jetzt aktuelle NBA-Fanartikel kaufen - hier geht's zum Shop | ANZEIGE,16
3338,"Hinzu kommt, dass Chris Paul das Spiel denkt und lenkt wie zu seinen besten Zeiten bei den New Orleans Hornets oder den LA Clippers. Gilgeous-Alexander zeigte obendrein von Beginn an keinerlei Eingewöhnungsschwierigkeiten und ließ mit seinem jüngsten 20-20-10-Triple-Double gegen die Minnesota Timberwolves nicht nur All-Star-, sondern sogar Superstar-Potenzial aufblitzen.",17
3339,"Zusammen mit Center-Brocken Steven Adams und dem endlich einmal verletzungsfrei bleibenden Scharfschützen Danilo Gallinari haben die Thunder inzwischen eine Aufstellung, die sowohl im Angriff, als auch in der Verteidigung zu dem Besten zählt, was die Liga momentan zu bieten hat.",18
3340,"Doch eigentlich gilt in der NBA ein ungeschriebenes Gesetz: Wer richtig gut sein möchte, muss, wenn er über die Draft aufbauen möchte, zuerst einmal richtig schlecht sein. Meist über mehrere Jahre, um in nacheinander folgenden Jahren möglichst früh aus dem Pool der Talente ziehen zu dürfen.",19
3341,Diesen Schritt scheint OKC allerdings übersprungen zu haben.,20
3342,"Die Mannschaft spielt bereits um die Playoffs mit, hat trotzdem eine zum Bersten gefüllte Truhe mit First-Round-Picks und kann, falls man es sich doch anders überlegt, mit Trades von ""Wertanlagen"" wie Chris Paul, Steven Adams oder auch Dennis Schröder – allesamt begehrte Spieler – weitere Draft-Picks oder vielversprechende junge Spieler nach Oklahoma City bringen.",21
3343,"In Shai Gilgeous-Alexander scheint der neue Franchise-Player zudem auch schon gefunden zu sein. Bekanntlich der schwierigste Part beim Neuaufbau einer Franchise. So oder so, die Zukunft als auch die Gegenwart sieht gut aus in Oklahoma City.",22
3344,"Weitaus besser übrigens als bei ""Dynastie-Ender"" Lilliard und seinen Trail Blazers, die momentan nur auf Platz zehn und damit deutlich hinter den Thunder in der Tabelle stehen.",23
3345,"
        Wir verwenden Cookies und ähnliche Technologien, um Dir unseren uneingeschränkten Service sowie personalisierte Anzeigen anzubieten.
        Weitere Informationen und Widerspruchsmöglichkeiten findest Du hier.
    ",24
3346,"
                            München -
            
            Die Oklahoma City Thunder sind das Überraschungsteam der aktuellen NBA-Saison und übertreffen bislang alle Erwartungen. Die Gründe dafür sind vielfältig.
        ",1
3347,"Dass sich seine Oklahoma City Thunder nach etwas mehr als der Hälfte der Saison voll auf Playoff-Kurs befinden, hätte selbst Dennis Schröder so nicht für möglich gehalten.",2
3348,"Nicht wenige sahen nach dem ikonischen Gamewinner von Damian Lillard, von weit jenseits der Drei-Punkte-Linie, zum 4:1-Erfolg der Portland Trail Blazers in der ersten Playoff-Runde der vergangenen Spielzeit das Ende der erfolgreichen Dynastie der Thunder gekommen.",3
3349,Und tatsächlich leitete Paul George mit seinem Trade-Wunsch zu den Los Angeles Clippers nur wenige Wochen nach dem enttäuschenden Erstrunden-Aus den wohl härtesten Sommer seit Franchise-Gründung ein. (Spielplan der NBA),4
3350,"Denn nachdem seinem Wunsch entsprochen wurde, war klar, dass es für die Thunder extrem schwer werden würde, die Leistung aus den Jahren zuvor, bei denen man zumindest immer sicherer Playoff-Kandidat war, zu wiederholen. Schließlich zählt George zu den absoluten Superstars der Liga und war in der abgelaufenen Saison bis zu seiner Verletzung legitimer MVP-Kandidat. ",5
3351,DAZN gratis testen und die NBA live & auf Abruf erleben | ANZEIGE ,6
3352,"Doch damit nicht genug. Auch der andere Superstar des Teams, Russell Westbrook, wurde wenige Tage später im Tausch gegen Chris Paul zu den Houston Rockets getraded und Dennis Schröder stand auf einmal praktisch allein auf weiter Flur, kaum einer traute dem Deutschen zu, das Spiel seiner Mannschaft alleine an sich reißen zu können.",7
3353,Und so standen die Zeichen in der Chesapeake Arena fortan auf Rebuild. ,8
3354,"Ausgestattet mit Unmengen von Draft-Picks, die sich OKC-Manager Sam Presti unter anderem als Gegenwert für seine beiden Superstars ertauscht hatte, deutete alles auf einen Neuanfang in Oklahoma City hin.",9
3355,"In Shai Gilgeous-Alexander (SGA) kam ein vielversprechender junger Aufbau-Spieler von den Clippers, der dort in seiner Debüt-Saison schon sein immenses Potenzial angedeutet hatte. Zusammen mit Chris Paul, der im Tausch für Westbrook aus Houston kam, sollte er fortan den Back-Court bilden und von Großmeister Paul lernen um so zum neuen Franchise-Player der Thunder aufgebaut werden.",10
3356,"Schröder hatte hingegen kaum einer mehr auf dem Zettel, Gerüchte über einen Abschied des gebürtigen Braunschweigers nach nur einer Saison machten die Runde.",11
3357,Doch es sollte alles anders kommen.,12
3358,"Die Thunder stehen nach 45 gespielten Partien aktuell auf dem siebten Platz in der Western Conference, feierten zuletz drei Siege in Serie und liegend damit voll auf Playoff-Kurs. (Tabelle der NBA)",13
3359,Schröder hat daran großen Anteil. Zumeist von der Bank kommend dreht der 26-Jährige auf wie selten zuvor und spielt die vielleicht beste NBA-Saison seit seinem Wechsel zu den Atlanta Hawks im Jahr 2013. ,14
3360,"Durchschnittlich 18,6 Punkte und 3,8 Rebounds in 31 Minuten zaubert er aufs Parkett, lediglich seine 3,9 Assists bedeuten eine Verschlechterung im Vergleich zu früheren Jahren. Immer wieder wird er zum Top-Scorer, Game-Winner und ist damit für Coach Billy Donovan ein unverzichtbares Puzzle-Stück für den Erfolg der Thunder. Im Stile von Lou Williams könnte er als Bank-Scorer sogar zum Sixth Man des Jahres gewählt werden.",15
3361,Jetzt aktuelle NBA-Fanartikel kaufen - hier geht's zum Shop | ANZEIGE,16
3362,"Hinzu kommt, dass Chris Paul das Spiel denkt und lenkt wie zu seinen besten Zeiten bei den New Orleans Hornets oder den LA Clippers. Gilgeous-Alexander zeigte obendrein von Beginn an keinerlei Eingewöhnungsschwierigkeiten und ließ mit seinem jüngsten 20-20-10-Triple-Double gegen die Minnesota Timberwolves nicht nur All-Star-, sondern sogar Superstar-Potenzial aufblitzen.",17
